,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skill_python,skill_excel,skill_sql,skill_soft,family_siblings,family_income_father,family_income_mother,device1_type1_laptop,device1_brand1_laptop,device1_year1_laptop,device2_type2_phone,device2_brand2_phone,device2_year2_phone,addr_city,addr_district,addr_postal
553,554,Michael James,0,Female,66,+998 33 551 45 89,Andreborough,victoria57@hotmail.com,1996-11-23 00:00:00,Python,0,Inactive,4.5,excellent,53,1987-06-01 00:00:00,"BROKEN,ADDRESS,DATA,,,","after, speech",,,,,,,,,,,,,,,,
554,555,Cynthia Merritt,19,Unknown,50,+998 76 237 66 66,Lake Sydney,laura82@davidson.biz,2021-05-08 05:06:48,Data Science,0,Pending,15.5,excellent,120,2006-06-25 19:23:33,"BROKEN,ADDRESS,DATA,,,","here, out",3.0,1.0,5.0,"move, thousand",0.0,1116.0,1230.0,laptop,Dell,2022.0,phone,Samsung,2019.0,,,
555,556,Null,18,Female,0,Null,Lake Cindy,Null,2020-10-29 11:02:52,Data Science,0,Inactive,0.0,excellent,300,2022-01-17 14:31:55,"BROKEN,ADDRESS,DATA,,,","than, character",1.0,2.0,5.0,"fire, street",5.0,972.0,1026.0,laptop,Lenovo,2022.0,phone,Xiaomi,2019.0,,,
556,557,Lori Thompson,20,Female,90,+998 37 457 22 90,New Jonathon,Null,2023-05-11 15:54:46,Data Science,0,Inactive,3.7,excellent,248,1987-04-29 00:00:00,"549 Cain Extensions, Jamesmouth",,,,,,,,,,,,,,,Jamesmouth,,
557,558,David Smith,21,Unknown,0,Null,West Morganberg,Null,2021-12-19 21:28:14,Null,110,Active,3.7,Null,92,1979-03-06 09:50:32,"BROKEN,ADDRESS,DATA,,,","number, similar",4.0,2.0,3.0,"thought, require",1.0,1472.0,774.0,laptop,Lenovo,2021.0,phone,Xiaomi,2019.0,,,
558,559,Erin Thomas,20,Female,87,Null,Farmerborough,Null,2021-11-15 00:00:00,Python,110,Pending,0.0,excellent,280,2016-09-16 11:22:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
559,560,Stephanie Foley,20,Female,52,+998 53 838 72 56,Allisonside,rmoreno@hotmail.com,1971-12-07 00:03:57,Data Science,110,Inactive,15.5,good,295,2022-05-15 06:38:00,"Apartment 41, Port Joshuaport district, Tashkent, UZ, 100930","perhaps, today",,,,,,,,,,,,,,Tashkent,Port Joshuaport district,100930
560,561,Shannon Henderson,20,Male,0,Null,Danielside,Null,1998-03-11 00:00:00,Null,98,Inactive,0.0,excellent,232,1976-03-25 19:41:00,UZ 100576 Tashkent Port Kimberlyport,"newspaper, soon",1.0,2.0,1.0,"law, themselves",4.0,742.0,1045.0,laptop,Dell,2021.0,phone,Apple,2024.0,Tashkent,Port Kimberlyport,100576
561,562,Null,18,Male,90,+998 91 058 39 31,South Alexanderport,angela86@jones.info,2001-11-09 00:00:00,Python,118,Active,3.7,excellent,156,1990-03-20 17:14:55,"Apartment 24, North Maryview district, Tashkent, UZ, 100415","need, six",,,,,,,,,,,,,,Tashkent,North Maryview district,100415
562,563,Null,20,Female,58,+998 84 182 12 69,Sarahhaven,rclark@williams-duran.com,2006-10-14 00:00:00,Null,63,Inactive,4.5,excellent,67,1999-01-29 00:00:00,"3151 Laura Ridge Suite 752, Port Eric","hear, party",4.0,2.0,4.0,"majority, song",5.0,210.0,448.0,laptop,HP,2024.0,phone,Apple,2022.0,Port Eric,,
563,564,Bryan Boyd,19,Female,72,+998 87 372 74 06,New Johnton,sharon79@davis.org,1994-09-20 03:30:00,Data Science,0,Pending,15.5,good,187,1972-07-15 00:00:00,UZ 100126 Tashkent Turnerhaven,"ball, some",1.0,4.0,1.0,"ok, various",5.0,688.0,428.0,laptop,Dell,2019.0,phone,Xiaomi,2018.0,Tashkent,Turnerhaven,100126
564,565,John Osborn,21,Female,96,+998 71 430 49 46,Port Tamara,ibentley@wong.com,1992-06-13 10:18:00,Python,116,Pending,3.7,Null,115,1983-07-23 10:43:00,"Barnettbury 23-kv, dom 27, Tashkent",,,,,,,,,,,,,,,Tashkent,,
565,566,Anna Clark,20,Male,0,+998 18 614 33 45,Sanchezton,wooderika@patel.com,1981-01-13 00:00:00,Null,110,Inactive,0.0,Null,52,1979-01-02 07:04:00,"8770 Danielle Trail Suite 654, South Taylor",,,,,,,,,,,,,,,South Taylor,,
566,567,Ashley Jacobs,20,Female,70,+998 15 587 40 08,Manntown,Null,1970-09-14 00:00:00,Data Science,78,Active,3.45,average,244,2013-12-09 00:00:00,"Apartment 42, New Catherineport district, Tashkent, UZ, 100081","admit, new",2.0,1.0,4.0,"high, me",5.0,674.0,897.0,laptop,HP,2015.0,phone,Xiaomi,2023.0,Tashkent,New Catherineport district,100081
567,568,Null,19,Male,92,+998 61 451 49 48,Bethside,Null,1996-09-01 07:48:34,Null,0,Active,3.7,good,196,2023-06-02 00:00:00,UZ 100443 Tashkent South Matthew,"most, a",4.0,4.0,5.0,"yard, walk",2.0,1488.0,640.0,laptop,Lenovo,2016.0,phone,Samsung,2022.0,Tashkent,South Matthew,100443
568,569,Null,22,Female,77,+998 59 318 96 02,Johnborough,Null,2003-04-21 00:00:00,Null,110,Inactive,0.0,excellent,300,2020-09-30 00:00:00,UZ 100187 Tashkent Garciaberg,"coach, air",1.0,1.0,3.0,"wait, guy",5.0,513.0,772.0,laptop,Dell,2018.0,phone,Xiaomi,2024.0,Tashkent,Garciaberg,100187
569,570,Haley Johnson,0,Male,74,+998 37 580 01 27,Goodwintown,Null,2023-12-06 23:49:26,Data Science,0,Active,4.5,excellent,282,2012-08-23 05:42:00,UZ 100802 Tashkent East Andrewstad,"simple, play",2.0,3.0,1.0,"benefit, structure",1.0,985.0,314.0,laptop,Dell,2018.0,phone,Apple,2018.0,Tashkent,East Andrewstad,100802
570,571,Amanda Gonzalez,21,Unknown,0,Null,West Jefferyside,xle@moore-maxwell.info,2019-12-26 10:26:00,Data Science,110,Pending,3.66,excellent,192,2001-01-30 00:00:00,"Apartment 35, South Jeanettefurt district, Tashkent, UZ, 100371","reduce, all",,,,,,,,,,,,,,Tashkent,South Jeanettefurt district,100371
571,572,Ryan Simmons,22,Male,93,+998 56 713 53 87,Jocelynton,Null,2011-01-13 19:27:46,Null,110,Inactive,15.5,good,103,1992-09-26 21:37:30,"Apartment 7, South Scott district, Tashkent, UZ, 100855","true, everything",4.0,5.0,3.0,"spring, knowledge",4.0,1055.0,877.0,laptop,Dell,2020.0,phone,Apple,2021.0,Tashkent,South Scott district,100855
572,573,David Adams,20,Female,79,+998 25 412 05 39,South Juan,garciajennifer@luna-kent.info,1996-11-27 00:00:00,Python,110,Active,3.7,excellent,177,2014-07-10 19:50:13,UZ 100593 Tashkent Loganmouth,,,,,,,,,,,,,,,Tashkent,Loganmouth,100593
573,574,Null,21,Female,0,+998 44 867 58 19,South Nicole,Null,1985-06-21 11:08:00,Data Science,119,Active,0.0,excellent,171,2009-01-16 00:00:00,"11917 Michael Creek, Hessborough",,,,,,,,,,,,,,,Hessborough,,11917
574,575,Null,20,Male,87,+998 61 695 55 62,North Emilyfurt,Null,2017-07-20 00:00:00,Null,110,Inactive,3.7,Null,169,1987-05-10 00:00:00,UZ 100298 Tashkent Wattsberg,,,,,,,,,,,,,,,Tashkent,Wattsberg,100298
575,576,Null,20,Female,90,+998 71 294 72 06,Port Matthew,lwright@yahoo.com,2001-06-21 09:58:18,Python,113,Pending,15.5,average,147,2024-10-27 23:24:25,"Apartment 42, Port Carlos district, Tashkent, UZ, 100983","front, deal",2.0,4.0,3.0,"affect, sound",1.0,1024.0,468.0,laptop,Lenovo,2023.0,phone,Xiaomi,2018.0,Tashkent,Port Carlos district,100983
576,577,Null,18,Female,91,+998 97 949 35 03,Adrienneside,Null,2017-03-17 01:02:00,Python,0,Pending,0.0,average,88,2011-08-20 00:00:00,"BROKEN,ADDRESS,DATA,,,","recognize, mention",4.0,4.0,4.0,"glass, future",3.0,1330.0,904.0,laptop,HP,2020.0,phone,Xiaomi,2020.0,,,
577,578,Michael Williams,20,Unknown,80,+998 40 460 95 43,Coleview,Null,1986-08-13 00:00:00,Null,89,Pending,0.0,good,182,1995-07-26 07:41:20,"BROKEN,ADDRESS,DATA,,,","southern, teach",2.0,2.0,1.0,"office, notice",5.0,1002.0,1037.0,laptop,HP,2022.0,phone,Apple,2020.0,,,
578,579,Null,22,Male,60,Null,South Kevinland,hollybarnes@ortiz-rodriguez.com,1980-02-11 00:00:00,Python,76,Active,3.7,excellent,167,2022-07-28 05:42:16,"66803 Barrett Lodge Suite 303, Amandaside",,,,,,,,,,,,,,,Amandaside,,66803
579,580,Christopher Sanchez,21,Unknown,0,+998 76 237 48 73,New Erik,kathryn31@price.biz,2011-09-08 00:00:00,Data Science,110,Pending,0.0,good,169,1975-01-25 00:00:00,"51394 Benjamin Green, Durantown","herself, debate",3.0,2.0,4.0,"party, put",1.0,1463.0,1482.0,laptop,HP,2023.0,phone,Xiaomi,2024.0,Durantown,,51394
580,581,Kathleen Lambert,20,Male,99,+998 14 099 96 87,Port Kelly,nrose@wright-brewer.biz,2016-07-24 11:45:00,Data Science,65,Inactive,15.5,good,165,2011-01-05 18:22:00,UZ 100644 Tashkent Lake Robertland,"attack, new",,,,,,,,,,,,,,Tashkent,Lake Robertland,100644
581,582,Traci Guerra,18,Female,0,+998 72 328 28 49,Ashleyville,Null,1982-11-04 20:35:16,Data Science,110,Pending,1.19,Null,254,1999-12-06 00:00:00,"0398 Zoe Walk Suite 987, New Aaron","something, sea",2.0,4.0,5.0,"which, prove",3.0,1096.0,1000.0,laptop,HP,2018.0,phone,Apple,2019.0,New Aaron,,
582,583,Null,22,Male,0,+998 59 565 89 98,Thompsonhaven,Null,2022-12-12 06:42:31,Data Science,117,Active,0.0,good,283,2018-07-29 00:00:00,UZ 100081 Tashkent Crawfordport,"reason, far",,,,,,,,,,,,,,Tashkent,Crawfordport,100081
583,584,Sheila Bell,20,Female,0,+998 62 565 47 61,Robertville,monicabarber@hotmail.com,1971-01-28 00:00:00,Data Science,0,Active,3.7,Null,127,2016-07-24 08:38:00,"683 Timothy Harbor, Mooreland","we, husband",1.0,3.0,2.0,"instead, this",3.0,875.0,1382.0,laptop,Lenovo,2022.0,phone,Xiaomi,2023.0,Mooreland,,
584,585,Null,19,Female,90,Null,East Joshua,Null,2021-12-07 00:25:59,Data Science,82,Active,15.5,Null,187,1984-06-09 14:32:00,"9561 Corey Coves Suite 845, Lucasview",,,,,,,,,,,,,,,Lucasview,,
585,586,Kevin Thomas,18,Female,0,+998 22 993 31 48,Glasstown,Null,2013-06-13 00:00:00,Null,110,Inactive,0.0,excellent,91,2022-02-22 12:51:27,"Rochachester 7-kv, dom 22, Tashkent",,,,,,,,,,,,,,,Tashkent,,
586,587,Dr. Brandon Berry,20,Female,0,+998 53 238 94 92,New Carmenmouth,Null,1995-01-17 00:00:00,Null,110,Pending,0.0,average,219,1991-06-13 11:17:00,"Apartment 2, Port Yvonnefort district, Tashkent, UZ, 100944",,,,,,,,,,,,,,,Tashkent,Port Yvonnefort district,100944
587,588,Crystal Olsen,22,Female,99,Null,Joshuahaven,Null,2017-02-11 00:00:00,Python,79,Active,2.9,Null,71,2022-04-28 23:29:45,"North Christineberg 8-kv, dom 22, Tashkent","popular, statement",2.0,5.0,3.0,"become, join",1.0,903.0,822.0,laptop,Dell,2023.0,phone,Apple,2021.0,Tashkent,,
588,589,Joseph Wilson,22,Male,0,Null,Monroeview,michaeljones@moon-foster.com,1972-03-09 00:00:00,Python,110,Active,15.5,excellent,265,2021-12-18 22:57:13,"9406 Black Common, Boltonmouth","song, range",2.0,2.0,4.0,"father, himself",5.0,584.0,230.0,laptop,HP,2022.0,phone,Apple,2018.0,Boltonmouth,,
589,590,Null,20,Male,0,+998 54 435 00 45,South Michaelhaven,ewalters@russell.info,1973-03-17 09:24:01,Data Science,88,Pending,4.5,excellent,194,1991-02-20 00:00:00,"6542 Kristin Bridge Apt. 211, West Jessicaland","security, such",5.0,3.0,4.0,"instead, establish",4.0,1215.0,1022.0,laptop,HP,2022.0,phone,Xiaomi,2023.0,West Jessicaland,,
590,591,Dean Moore,18,Female,63,+998 60 706 75 69,Perryland,hsmith@nelson-bryant.com,1976-06-11 00:00:00,Data Science,110,Pending,0.0,excellent,289,1986-10-31 00:00:00,"Apartment 18, South Garyport district, Tashkent, UZ, 100844","positive, could",1.0,3.0,4.0,"full, job",3.0,613.0,1177.0,laptop,HP,2022.0,phone,Apple,2022.0,Tashkent,South Garyport district,100844
591,592,Null,18,Unknown,90,+998 52 322 14 81,Colestad,sonyajackson@gmail.com,2003-07-19 06:09:17,Python,0,Active,0.0,average,204,2017-11-16 00:00:00,"Richardview 27-kv, dom 45, Tashkent","owner, response",4.0,3.0,3.0,"food, environmental",4.0,304.0,610.0,laptop,Dell,2018.0,phone,Samsung,2019.0,Tashkent,,
592,593,Edward Holmes,18,Female,62,+998 89 771 97 68,Matthewport,jbean@hughes-arnold.com,1984-01-11 00:00:00,Python,110,Pending,15.5,average,209,2007-03-11 08:56:00,"BROKEN,ADDRESS,DATA,,,","red, major",2.0,1.0,5.0,"bring, certainly",3.0,217.0,1427.0,laptop,Lenovo,2020.0,phone,Samsung,2022.0,,,
593,594,Sheila Contreras,21,Female,97,Null,Ellisonstad,Null,1998-02-04 10:45:00,Null,0,Active,0.0,excellent,91,1990-10-07 20:23:00,"41891 Jacob Parkway, Evansbury","believe, article",1.0,2.0,4.0,"off, here",5.0,1142.0,893.0,laptop,Lenovo,2024.0,phone,Xiaomi,2020.0,Evansbury,,41891
594,595,Vincent Pena,22,Female,57,+998 79 887 31 58,West Craigview,Null,2001-10-29 23:54:51,Data Science,110,Pending,4.5,average,251,1991-03-24 00:00:00,"117 Lyons Knolls, New Tylerchester","house, true",3.0,5.0,3.0,"throughout, recently",5.0,1314.0,320.0,laptop,HP,2023.0,phone,Xiaomi,2019.0,New Tylerchester,,
595,596,Bobby House,20,Male,90,Null,Shannonburgh,Null,2022-02-05 07:44:44,Null,103,Pending,4.0,average,235,2023-02-25 03:31:55,"Apartment 29, Hamiltonville district, Tashkent, UZ, 100697","point, itself",1.0,4.0,2.0,"great, short",5.0,957.0,517.0,laptop,Dell,2019.0,phone,Xiaomi,2024.0,Tashkent,Hamiltonville district,100697
596,597,Null,22,Female,0,+998 88 746 93 95,Port Frederick,Null,2023-05-26 11:12:31,Python,0,Inactive,1.56,Null,270,1974-01-06 00:00:00,UZ 100979 Tashkent Harttown,"almost, rest",,,,,,,,,,,,,,Tashkent,Harttown,100979
597,598,Jonathan King,20,Unknown,0,+998 17 824 27 18,North Andrea,ali@gmail..com,2017-12-13 00:00:00,Data Science,0,Active,0.0,average,264,2021-11-15 15:24:25,"912 Anderson Island, Lake David","society, hot",1.0,4.0,2.0,"election, job",0.0,479.0,958.0,laptop,Lenovo,2017.0,phone,Samsung,2022.0,Lake David,,
598,599,Eric Medina,0,Unknown,0,+998 44 126 83 55,New Zachary,Null,2016-10-02 00:00:00,Data Science,70,Active,4.5,good,92,2017-08-17 00:00:00,UZ 100418 Tashkent West Jasonberg,"real, save",4.0,1.0,4.0,"ten, skill",5.0,334.0,483.0,laptop,HP,2018.0,phone,Xiaomi,2022.0,Tashkent,West Jasonberg,100418
599,600,Zachary Johnson,18,Male,0,+998 08 180 18 70,New Markshire,qrice@hotmail.com,2021-02-18 14:52:51,Python,0,Active,3.7,average,147,2020-02-12 03:58:42,UZ 100915 Tashkent Jamesport,"happen, night",,,,,,,,,,,,,,Tashkent,Jamesport,100915
600,601,Ashley Andrade,21,Male,0,Null,Dunnville,Null,2015-10-20 00:00:00,Python,110,Active,4.5,excellent,202,2020-09-22 06:42:28,"South Kelsey 19-kv, dom 5, Tashkent","military, blood",1.0,2.0,3.0,"coach, response",3.0,711.0,1071.0,laptop,Lenovo,2020.0,phone,Samsung,2020.0,Tashkent,,
601,602,Martha Ruiz,19,Unknown,58,Null,West Gregory,kfrancis@gmail.com,1980-02-06 19:22:00,Python,115,Pending,3.7,average,244,2022-07-29 20:13:58,UZ 100884 Tashkent Powellmouth,"chair, lay",5.0,3.0,1.0,"respond, building",1.0,349.0,844.0,laptop,Lenovo,2021.0,phone,Samsung,2019.0,Tashkent,Powellmouth,100884
602,603,Pamela Carr,18,Unknown,95,+998 66 976 60 40,Christopherside,lwilliams@gmail.com,1979-12-03 00:00:00,Python,116,Active,4.5,good,169,2021-11-12 12:02:02,"198 Gary Mills Apt. 152, East Joshuatown",,,,,,,,,,,,,,,East Joshuatown,,
603,604,Mrs. Angela Tyler,21,Female,63,+998 67 279 05 11,Morrisontown,Null,1996-01-11 23:11:17,Data Science,108,Active,4.5,Null,251,1977-07-29 08:19:13,"8126 Herrera Point Apt. 428, Tuckerside","else, take",1.0,2.0,3.0,"interesting, pay",3.0,593.0,353.0,laptop,Lenovo,2023.0,phone,Xiaomi,2022.0,Tuckerside,,
604,605,Grant Rowland,19,Male,54,+998 06 956 45 85,East Deniseburgh,Null,1984-04-19 19:46:23,Data Science,110,Pending,2.81,Null,107,1994-09-04 00:00:00,"Wrightfort 30-kv, dom 45, Tashkent","wide, wonder",5.0,5.0,2.0,"nor, many",1.0,1417.0,526.0,laptop,HP,2021.0,phone,Apple,2023.0,Tashkent,,
605,606,Null,19,Male,0,+998 72 868 53 08,West Adrianchester,foxmary@martin-palmer.info,1986-09-08 02:58:00,Data Science,110,Pending,0.0,excellent,148,1990-04-22 00:00:00,"BROKEN,ADDRESS,DATA,,,","difficult, want",2.0,5.0,2.0,"case, fire",5.0,560.0,845.0,laptop,Dell,2021.0,phone,Apple,2024.0,,,
606,607,Jason Cherry,18,Unknown,0,+998 77 082 86 83,New Angiefort,Null,2009-09-16 10:18:00,Null,65,Inactive,3.7,good,94,2024-03-09 07:30:51,"Port Tinafurt 28-kv, dom 37, Tashkent","able, trip",4.0,1.0,4.0,"although, less",2.0,612.0,729.0,laptop,HP,2023.0,phone,Apple,2019.0,Tashkent,,
607,608,Null,21,Female,0,+998 57 104 77 11,Michaelhaven,Null,2023-01-31 21:20:16,Null,83,Pending,0.0,Null,194,2022-12-02 00:00:00,"10158 Tiffany Heights Apt. 563, Port Guyfurt","whose, message",3.0,4.0,5.0,"skin, article",2.0,1333.0,623.0,laptop,HP,2016.0,phone,Apple,2020.0,Port Guyfurt,,10158
608,609,Nicholas Thompson,20,Female,0,+998 17 363 73 50,South Michaelberg,Null,2010-04-09 00:00:00,Data Science,0,Active,3.7,good,233,1986-09-08 11:26:06,"69161 Newman Summit Suite 430, West Michaelchester","debate, those",,,,,,,,,,,,,,West Michaelchester,,69161
609,610,Null,22,Female,0,Null,Port Michaeltown,Null,1989-07-28 00:00:00,Data Science,79,Pending,4.33,good,79,1980-01-12 00:00:00,UZ 100562 Tashkent Evansmouth,,,,,,,,,,,,,,,Tashkent,Evansmouth,100562
610,611,Nicole Peterson,21,Female,99,Null,Mooreborough,Null,1992-01-16 17:45:00,Data Science,110,Inactive,15.5,Null,258,2023-02-03 22:34:52,"505 Ariana Run, Carrolltown","down, technology",5.0,3.0,3.0,"central, ahead",5.0,305.0,1017.0,laptop,Lenovo,2020.0,phone,Xiaomi,2021.0,Carrolltown,,
611,612,Natalie Brown,20,Male,90,+998 98 191 38 27,West Hunter,ali@gmail..com,1971-08-13 08:06:28,Data Science,72,Active,0.0,excellent,131,2016-04-05 00:00:00,"Port Gary 3-kv, dom 11, Tashkent","attorney, stay",,,,,,,,,,,,,,Tashkent,,
612,613,Robert Hubbard,18,Female,83,Null,Deannachester,Null,1970-03-05 16:15:00,Data Science,106,Active,0.0,average,236,2022-05-11 02:32:49,"Port Charlene 26-kv, dom 20, Tashkent","environmental, create",1.0,5.0,4.0,"American, range",5.0,743.0,1191.0,laptop,HP,2019.0,phone,Apple,2020.0,Tashkent,,
613,614,Null,22,Female,62,Null,South Christian,elizabethgolden@yahoo.com,2022-09-21 04:31:53,Data Science,0,Inactive,3.7,excellent,297,2022-09-01 00:05:02,"Billyland 10-kv, dom 4, Tashkent","good, garden",5.0,4.0,5.0,"check, rise",4.0,694.0,1296.0,laptop,Lenovo,2018.0,phone,Xiaomi,2018.0,Tashkent,,
614,615,Michelle Chambers,20,Female,50,Null,Port Kevinfort,awong@novak.com,2014-08-26 22:13:00,Data Science,108,Pending,0.0,good,62,1973-09-24 00:00:00,UZ 100049 Tashkent Cherylport,"college, public",,,,,,,,,,,,,,Tashkent,Cherylport,100049
615,616,Null,18,Female,90,+998 28 955 57 77,Kimberlyborough,Null,2021-09-15 07:20:58,Data Science,0,Active,0.0,good,125,2024-02-05 00:00:00,"08930 Benjamin Lane, North Jade","above, summer",3.0,2.0,3.0,"bag, team",1.0,1340.0,708.0,laptop,Dell,2018.0,phone,Samsung,2021.0,North Jade,,08930
616,617,Erica Ayala,20,Male,63,+998 80 629 63 77,Barkerfurt,Null,2019-04-18 02:11:00,Null,111,Pending,15.5,Null,195,2008-08-01 14:33:00,"BROKEN,ADDRESS,DATA,,,","investment, affect",5.0,3.0,3.0,"environment, marriage",5.0,725.0,1271.0,laptop,HP,2024.0,phone,Xiaomi,2022.0,,,
617,618,Null,18,Unknown,90,+998 80 708 97 77,West Robinport,ali@gmail..com,2017-05-17 00:00:00,Data Science,97,Active,15.5,average,293,1991-04-28 00:00:00,UZ 100277 Tashkent Lake Eric,"or, act",,,,,,,,,,,,,,Tashkent,Lake Eric,100277
618,619,Null,22,Unknown,86,Null,East Debrabury,tgentry@khan.org,2018-11-28 00:00:00,Python,89,Active,15.5,excellent,54,2023-04-16 13:30:00,"BROKEN,ADDRESS,DATA,,,","almost, situation",3.0,3.0,4.0,"executive, just",4.0,301.0,1272.0,laptop,Dell,2016.0,phone,Xiaomi,2023.0,,,
619,620,Leslie Owens,20,Female,0,Null,West Crystal,Null,1991-11-19 17:07:00,Data Science,74,Pending,0.0,good,224,2003-11-19 00:00:00,UZ 100564 Tashkent Stephaniemouth,"father, anything",1.0,1.0,3.0,"fight, become",0.0,802.0,936.0,laptop,Dell,2021.0,phone,Xiaomi,2023.0,Tashkent,Stephaniemouth,100564
620,621,Null,0,Male,90,+998 45 654 97 22,Debraburgh,lisa87@yahoo.com,1995-05-13 00:00:00,Null,107,Inactive,0.0,excellent,263,2023-07-10 16:53:06,"South Carlaville 30-kv, dom 42, Tashkent",,,,,,,,,,,,,,,Tashkent,,
621,622,Null,20,Female,0,+998 11 929 79 38,Port Melinda,jonesmaria@hamilton.com,1990-10-06 00:00:00,Data Science,0,Active,3.7,excellent,130,1993-04-16 00:00:00,"064 Flowers Via Suite 056, New Michael","what, soldier",,,,,,,,,,,,,,New Michael,,
622,623,Null,18,Female,0,+998 98 350 38 51,North Adamton,Null,1982-09-10 00:00:00,Python,0,Active,15.5,Null,130,2022-12-10 04:59:01,"54503 Weber Islands, West Jennifer","anyone, whom",4.0,5.0,3.0,"far, phone",2.0,1121.0,1265.0,laptop,HP,2015.0,phone,Samsung,2018.0,West Jennifer,,54503
623,624,Null,20,Female,67,+998 29 131 73 48,West Anthony,djefferson@martinez.biz,2022-08-06 16:26:47,Null,0,Inactive,0.0,Null,200,2023-08-13 15:39:07,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
624,625,Mark Stewart,21,Unknown,66,Null,Rileyview,Null,2018-02-05 10:20:00,Python,110,Inactive,0.0,excellent,204,2022-09-25 09:15:45,"Apartment 50, Saraberg district, Tashkent, UZ, 100802","under, participant",3.0,1.0,1.0,"share, hear",1.0,262.0,1221.0,laptop,Lenovo,2022.0,phone,Samsung,2020.0,Tashkent,Saraberg district,100802
625,626,Linda Jacobson,22,Unknown,0,+998 99 272 90 87,North Matthew,Null,1977-03-11 00:00:00,Python,0,Inactive,3.7,excellent,226,2020-02-02 04:13:11,"Apartment 36, Campbellshire district, Tashkent, UZ, 100191","eight, mission",5.0,5.0,2.0,"together, do",3.0,1088.0,759.0,laptop,HP,2018.0,phone,Samsung,2023.0,Tashkent,Campbellshire district,100191
626,627,Anthony Hill,19,Male,0,Null,Richardsonton,Null,1979-01-27 05:19:50,Python,0,Inactive,15.5,excellent,126,1996-12-18 00:00:00,"BROKEN,ADDRESS,DATA,,,","ground, rule",4.0,1.0,1.0,"meet, describe",1.0,866.0,219.0,laptop,HP,2023.0,phone,Xiaomi,2020.0,,,
627,628,Ruben Howard,0,Female,0,+998 24 522 48 91,Lake Bruce,ali@gmail..com,2005-08-30 00:00:00,Null,110,Active,0.0,good,116,1976-12-25 00:00:00,"842 Robinson Neck Suite 458, Lewisville","whatever, century",,,,,,,,,,,,,,Lewisville,,
628,629,Eddie Miranda,21,Male,90,+998 41 487 15 87,Port Kimberly,Null,1976-02-12 00:00:00,Null,0,Active,3.87,excellent,181,2001-06-01 00:00:00,"580 Sean Walk, South Saraview","term, face",3.0,1.0,4.0,"night, red",4.0,762.0,618.0,laptop,HP,2018.0,phone,Xiaomi,2018.0,South Saraview,,
629,630,Null,22,Female,65,+998 65 578 54 73,Dustinmouth,Null,2022-11-10 23:04:59,Data Science,110,Active,4.5,Null,262,1996-03-12 09:14:30,"Apartment 15, West Joseph district, Tashkent, UZ, 100817","man, number",,,,,,,,,,,,,,Tashkent,West Joseph district,100817
630,631,Null,19,Female,90,+998 86 629 33 71,Patriciaport,kristencohen@brown.com,2008-10-17 01:49:29,Data Science,0,Pending,0.0,Null,214,2023-04-22 04:01:42,"New Raymondchester 21-kv, dom 12, Tashkent","range, evidence",3.0,1.0,4.0,"study, listen",4.0,480.0,454.0,laptop,HP,2018.0,phone,Xiaomi,2018.0,Tashkent,,
631,632,Michelle Price,20,Male,93,+998 13 446 78 11,Lake Mistyside,ali@gmail..com,2020-02-12 21:26:45,Data Science,80,Pending,1.39,excellent,187,2018-08-05 00:00:00,UZ 100591 Tashkent Bradleymouth,"radio, arm",1.0,2.0,2.0,"offer, hair",0.0,1476.0,1385.0,laptop,HP,2015.0,phone,Samsung,2023.0,Tashkent,Bradleymouth,100591
632,633,Null,18,Female,72,+998 29 228 76 10,Jackieville,mthompson@gmail.com,1981-08-14 20:59:00,Data Science,83,Active,15.5,excellent,164,1981-09-17 00:00:00,"Apartment 36, Hoffmanbury district, Tashkent, UZ, 100441","shoulder, option",4.0,4.0,5.0,"machine, use",5.0,1141.0,431.0,laptop,HP,2024.0,phone,Xiaomi,2021.0,Tashkent,Hoffmanbury district,100441
633,634,Jeffrey Greene,0,Unknown,90,+998 29 506 81 62,Lake Brianport,Null,2004-08-16 17:18:00,Data Science,0,Active,4.05,excellent,187,1984-12-23 17:20:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
634,635,Null,21,Female,100,+998 00 358 04 35,Lake Joshua,jacobsrandy@collins-harrison.biz,1993-07-04 16:36:32,Data Science,0,Pending,4.5,good,294,2023-10-10 18:46:18,UZ 100086 Tashkent Teresafort,,,,,,,,,,,,,,,Tashkent,Teresafort,100086
635,636,Null,19,Female,72,Null,Allenfort,Null,1984-12-25 00:00:00,Data Science,88,Active,0.0,excellent,252,1981-12-19 00:00:00,UZ 100295 Tashkent Lake Cassandraburgh,"yeah, poor",1.0,5.0,1.0,"everybody, easy",5.0,1144.0,1098.0,laptop,HP,2023.0,phone,Xiaomi,2024.0,Tashkent,Lake Cassandraburgh,100295
636,637,Melissa Floyd,18,Female,90,+998 28 590 71 04,Jamestown,Null,2012-03-24 00:00:00,Python,110,Active,0.0,Null,112,1991-09-11 00:00:00,UZ 100152 Tashkent Michaelshire,"poor, common",,,,,,,,,,,,,,Tashkent,Michaelshire,100152
